profit
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
4.8
-1.0
-1.0
4.8
4.8
4.8
-1.0
4.8
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
4.8
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
4.8
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
4.8
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
4.8
4.8
-1.0
-1.0
4.8
-1.0
4.8
-1.0
4.8
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
4.8
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
4.8
-1.0
4.8
4.8
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
4.8
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
4.8
-1.0
4.8
-1.0
-1.0
-1.0
-1.0
-1.0
